land_size_acres,crop_type,irrigation_type,soil_type,region,past_fertilizer_usage,recommended_nutrient_dose,max_allowed_qty
3.12,Maize,Borewell,Sandy,North,81.71,30,95.86
0.71,Cotton,Rainfed,Sandy,South,32.26,40,31.09
4.86,Cotton,Rainfed,Clay,South,208.95,40,180.02
3.91,Paddy,Borewell,Sandy,West,139.25,50,176.82
1.96,Paddy,Rainfed,Loam,South,92.54,50,103.3
3.57,Maize,Rainfed,Sandy,West,98.85,30,102.25
4.99,Paddy,Borewell,Loam,West,227.82,50,247.07
1.24,Paddy,Rainfed,Sandy,West,68.04,50,64.4
1.49,Maize,Rainfed,Loam,West,33.13,30,46.31
3.45,Paddy,Borewell,Sandy,South,144.32,50,188.05
1.18,Maize,Borewell,Sandy,West,32.43,30,38.54
2.39,Maize,Borewell,Sandy,North,73.08,30,70.23
1.73,Maize,Borewell,Clay,East,61.86,30,50.96
4.52,Maize,Borewell,Loam,North,110.51,30,127.82
0.64,Paddy,Rainfed,Loam,North,32.83,50,31.16
4.39,Maize,Borewell,Loam,East,123.35,30,144.03
1.33,Paddy,Rainfed,Clay,East,75.43,50,70.18
3.97,Paddy,Borewell,Loam,North,222.79,50,208.86
3.32,Cotton,Rainfed,Clay,South,101.67,40,120.38
4.64,Paddy,Rainfed,Loam,South,233.93,50,245.76
2.67,Cotton,Rainfed,Loam,North,81.02,40,98.79
3.59,Paddy,Borewell,Loam,South,164.27,50,168.75
2.71,Paddy,Rainfed,Clay,East,99.2,50,137.72
1.71,Paddy,Rainfed,Clay,North,93.95,50,82.26
2.55,Paddy,Rainfed,Sandy,West,89.99,50,116.6
2.27,Paddy,Borewell,Loam,North,106.69,50,115.77
1.81,Cotton,Borewell,Sandy,South,75.84,40,77.61
4.01,Maize,Rainfed,Clay,East,86.59,30,119.83
0.97,Paddy,Rainfed,Clay,North,39.82,50,53.22
1.14,Cotton,Rainfed,Clay,North,43.29,40,46.68
3.66,Maize,Rainfed,Clay,West,107.58,30,99.03
1.97,Maize,Rainfed,Sandy,North,56.67,30,54.23
2.08,Maize,Borewell,Loam,South,44.72,30,57.14
2.29,Cotton,Borewell,Sandy,East,70.2,40,92.84
3.6,Paddy,Borewell,Loam,East,198.05,50,169.21
1.25,Cotton,Borewell,Sandy,West,37.61,40,51.36
3.68,Cotton,Rainfed,Sandy,South,105.36,40,160.04
0.73,Paddy,Borewell,Sandy,West,35.43,50,38.03
4.42,Paddy,Rainfed,Clay,North,233.61,50,234.34
2.03,Paddy,Borewell,Loam,East,112.4,50,92.98
4.53,Cotton,Rainfed,Sandy,West,176.45,40,192.7
2.54,Maize,Borewell,Sandy,South,77.86,30,76.6
3.79,Maize,Rainfed,Clay,East,84.23,30,103.7
1.61,Maize,Borewell,Loam,West,37.66,30,51.89
1.49,Maize,Rainfed,Loam,East,53.1,30,43.24
1.32,Paddy,Rainfed,Sandy,West,72.26,50,68.09
2.74,Maize,Rainfed,Clay,West,80.37,30,85.8
1.53,Paddy,Rainfed,Sandy,South,91.66,50,83.76
3.43,Cotton,Rainfed,Loam,North,109.73,40,142.15
0.82,Paddy,Rainfed,Sandy,East,29.33,50,39.01
2.58,Maize,Rainfed,Sandy,West,87.78,30,80.92
3.84,Paddy,Rainfed,Loam,West,175.25,50,186.08
2.17,Paddy,Rainfed,Sandy,West,129.53,50,98.52
4.4,Maize,Borewell,Clay,West,130.59,30,130.38
3.76,Maize,Borewell,Clay,South,106.41,30,121.22
4.55,Cotton,Rainfed,Clay,South,165.78,40,173.88
3.17,Paddy,Borewell,Sandy,East,183.25,50,149.33
3.3,Maize,Rainfed,Sandy,North,100.56,30,103.62
1.09,Cotton,Borewell,Sandy,West,46.12,40,47.17
1.31,Maize,Rainfed,Loam,North,32.18,30,43.01
1.31,Cotton,Borewell,Sandy,East,59.06,40,52.32
1.61,Maize,Rainfed,Sandy,East,54.84,30,47.77
2.82,Paddy,Borewell,Clay,South,124.03,50,143.62
1.24,Maize,Rainfed,Sandy,North,33.31,30,40.69
1.66,Maize,Rainfed,Sandy,West,51.21,30,48.06
3.98,Paddy,Rainfed,Sandy,West,152.32,50,217.7
2.54,Paddy,Borewell,Clay,North,103.89,50,116.17
1.26,Maize,Borewell,Sandy,West,36.28,30,36.57
4.23,Paddy,Rainfed,Sandy,East,193.62,50,200.87
3.28,Cotton,Borewell,Sandy,East,138.2,40,122.46
1.25,Maize,Borewell,Sandy,South,26.94,30,39.27
3.49,Maize,Borewell,Clay,South,98.14,30,111.91
4.13,Paddy,Borewell,Loam,North,204.99,50,221.71
1.43,Maize,Rainfed,Loam,South,32.43,30,40.92
0.76,Cotton,Borewell,Clay,East,29.35,40,33.05
0.68,Maize,Rainfed,Sandy,West,15.53,30,20.2
4.7,Maize,Borewell,Clay,East,120.99,30,141.2
0.69,Cotton,Borewell,Loam,West,21.37,40,30.29
4.84,Cotton,Rainfed,Clay,South,136.0,40,211.09
3.38,Paddy,Rainfed,Sandy,North,191.64,50,167.47
2.82,Paddy,Borewell,Loam,South,133.16,50,145.71
1.13,Paddy,Rainfed,Sandy,South,40.4,50,54.33
3.67,Maize,Rainfed,Clay,East,88.18,30,113.92
4.86,Paddy,Rainfed,Clay,East,181.51,50,251.39
2.5,Cotton,Borewell,Sandy,South,113.41,40,93.54
3.62,Cotton,Borewell,Clay,East,162.04,40,157.68
3.57,Cotton,Borewell,Clay,North,135.46,40,146.17
4.41,Paddy,Rainfed,Sandy,South,217.26,50,199.79
4.69,Cotton,Rainfed,Sandy,North,196.0,40,194.22
1.47,Maize,Rainfed,Sandy,East,45.4,30,43.16
3.43,Maize,Borewell,Sandy,West,77.51,30,106.15
5.0,Maize,Rainfed,Clay,North,108.62,30,164.32
2.33,Paddy,Rainfed,Loam,West,132.27,50,123.08
3.05,Maize,Borewell,Loam,South,97.83,30,98.43
2.32,Maize,Rainfed,Sandy,East,60.1,30,71.93
4.14,Maize,Borewell,Loam,North,134.28,30,131.6
2.46,Maize,Borewell,Loam,North,81.84,30,68.19
2.95,Maize,Rainfed,Clay,South,62.2,30,85.4
2.15,Paddy,Borewell,Loam,West,96.54,50,111.7
2.25,Cotton,Rainfed,Clay,South,83.19,40,85.28
2.18,Maize,Rainfed,Clay,South,53.21,30,59.82
3.22,Maize,Rainfed,Loam,East,99.89,30,98.91
2.59,Maize,Borewell,Clay,West,69.14,30,83.35
2.84,Cotton,Rainfed,Clay,South,106.74,40,102.82
2.04,Cotton,Rainfed,Clay,North,72.63,40,79.95
3.11,Maize,Rainfed,Sandy,West,90.2,30,95.31
3.94,Maize,Borewell,Clay,West,130.79,30,123.36
4.8,Paddy,Rainfed,Sandy,East,170.19,50,225.4
0.53,Maize,Rainfed,Clay,West,16.28,30,17.17
1.6,Paddy,Borewell,Loam,East,93.08,50,72.96
4.7,Paddy,Rainfed,Sandy,West,205.82,50,216.27
2.69,Cotton,Rainfed,Sandy,North,89.13,40,102.97
1.88,Paddy,Borewell,Loam,East,103.54,50,94.74
1.9,Maize,Rainfed,Clay,South,57.29,30,59.46
1.73,Cotton,Rainfed,Sandy,North,62.75,40,63.97
1.32,Paddy,Borewell,Clay,East,68.68,50,61.79
2.86,Maize,Rainfed,Clay,South,90.48,30,79.05
3.05,Maize,Rainfed,Clay,West,75.79,30,99.97
2.68,Cotton,Rainfed,Sandy,East,118.24,40,108.28
0.7,Cotton,Rainfed,Sandy,East,28.46,40,30.53
3.21,Maize,Borewell,Loam,East,106.85,30,103.7
1.53,Cotton,Borewell,Loam,East,49.33,40,62.56
2.35,Cotton,Borewell,Sandy,West,105.27,40,101.52
2.09,Maize,Borewell,Sandy,North,51.32,30,66.22
1.74,Cotton,Rainfed,Clay,West,77.35,40,68.54
3.5,Paddy,Borewell,Clay,North,130.86,50,179.34
2.53,Paddy,Borewell,Loam,East,125.65,50,118.1
3.82,Maize,Borewell,Loam,South,129.66,30,108.11
0.93,Maize,Rainfed,Sandy,North,19.86,30,28.69
3.23,Cotton,Borewell,Sandy,South,125.76,40,122.27
2.26,Cotton,Rainfed,Sandy,West,90.15,40,90.34
4.95,Cotton,Rainfed,Loam,South,152.11,40,205.73
2.32,Maize,Rainfed,Sandy,East,63.62,30,72.63
3.62,Cotton,Rainfed,Sandy,West,173.13,40,134.04
0.97,Paddy,Borewell,Loam,East,51.52,50,49.26
1.73,Paddy,Rainfed,Loam,South,63.98,50,79.33
4.52,Cotton,Rainfed,Loam,West,143.9,40,174.41
1.52,Maize,Rainfed,Loam,North,40.01,30,41.67
2.84,Cotton,Rainfed,Loam,East,83.36,40,120.42
1.55,Paddy,Rainfed,Clay,East,75.18,50,83.39
3.43,Cotton,Borewell,Loam,West,132.6,40,132.38
2.0,Cotton,Rainfed,Sandy,West,82.78,40,87.91
3.48,Paddy,Borewell,Sandy,East,170.33,50,182.03
2.59,Cotton,Rainfed,Clay,North,75.64,40,104.89
4.81,Cotton,Borewell,Clay,North,151.54,40,199.71
1.4,Cotton,Borewell,Sandy,South,54.2,40,51.48
2.53,Paddy,Borewell,Loam,East,136.38,50,122.64
3.49,Cotton,Rainfed,Clay,South,153.24,40,151.53
1.56,Paddy,Borewell,Loam,West,70.17,50,72.58
4.97,Maize,Borewell,Loam,East,173.48,30,150.29
4.29,Maize,Borewell,Clay,South,123.61,30,131.88
0.9,Cotton,Borewell,Clay,West,38.79,40,33.32
4.22,Paddy,Borewell,Loam,West,230.2,50,219.81
0.66,Paddy,Rainfed,Clay,North,28.1,50,31.44
2.12,Maize,Borewell,Loam,East,47.31,30,69.16
2.99,Maize,Rainfed,Clay,West,76.49,30,87.85
2.51,Maize,Borewell,Clay,East,75.32,30,75.54
4.64,Paddy,Rainfed,Sandy,East,220.05,50,254.84
4.33,Cotton,Borewell,Clay,East,139.3,40,188.12
1.02,Maize,Borewell,Clay,West,33.93,30,29.87
4.45,Maize,Rainfed,Clay,West,151.39,30,141.67
4.06,Cotton,Borewell,Clay,South,138.42,40,148.79
2.31,Maize,Rainfed,Clay,North,54.52,30,72.0
2.06,Maize,Rainfed,Clay,West,73.41,30,63.54
4.2,Maize,Rainfed,Loam,North,96.55,30,135.12
4.65,Maize,Rainfed,Sandy,South,131.62,30,142.46
3.94,Paddy,Borewell,Loam,East,155.12,50,197.1
2.29,Paddy,Rainfed,Sandy,East,88.53,50,111.47
0.81,Cotton,Borewell,Sandy,East,23.1,40,30.04
4.83,Maize,Borewell,Clay,South,141.24,30,158.4
2.45,Maize,Borewell,Loam,East,62.91,30,73.59
2.48,Maize,Rainfed,Sandy,South,56.01,30,76.5
1.47,Paddy,Borewell,Sandy,West,74.22,50,75.71
1.18,Cotton,Rainfed,Clay,North,34.49,40,49.85
2.57,Paddy,Borewell,Sandy,South,93.69,50,141.22
0.76,Paddy,Rainfed,Sandy,West,39.81,50,41.68
1.58,Paddy,Borewell,Sandy,West,60.92,50,73.02
1.86,Paddy,Rainfed,Clay,West,69.8,50,96.57
0.78,Paddy,Rainfed,Loam,North,37.23,50,42.87
4.16,Cotton,Rainfed,Sandy,East,167.67,40,159.95
3.31,Cotton,Borewell,Loam,East,127.57,40,130.44
1.09,Paddy,Borewell,Sandy,North,62.31,50,53.95
1.38,Paddy,Rainfed,Loam,North,60.99,50,67.81
4.22,Cotton,Borewell,Clay,West,180.08,40,177.89
0.55,Paddy,Rainfed,Loam,South,24.97,50,27.4
0.59,Paddy,Rainfed,Loam,West,24.48,50,31.04
1.12,Maize,Rainfed,Loam,North,32.51,30,31.69
0.55,Cotton,Borewell,Sandy,East,18.05,40,24.09
4.11,Paddy,Borewell,Sandy,West,242.45,50,205.0
0.99,Cotton,Borewell,Sandy,South,38.57,40,39.24
4.3,Paddy,Borewell,Loam,West,161.04,50,214.49
1.18,Cotton,Rainfed,Sandy,West,40.7,40,49.44
2.64,Paddy,Borewell,Loam,East,117.21,50,129.21
2.57,Paddy,Rainfed,Clay,North,140.39,50,138.58
4.8,Paddy,Rainfed,Sandy,North,262.43,50,231.14
3.6,Paddy,Borewell,Clay,North,165.38,50,171.17
4.28,Cotton,Borewell,Loam,North,123.13,40,184.96
2.58,Paddy,Borewell,Loam,West,131.4,50,133.11
4.53,Paddy,Borewell,Clay,South,230.65,50,231.66
0.8,Cotton,Rainfed,Clay,East,30.69,40,29.76
3.82,Cotton,Rainfed,Clay,East,146.09,40,158.31
0.69,Paddy,Borewell,Loam,East,25.61,50,35.99
0.82,Maize,Borewell,Sandy,South,18.1,30,22.2
4.8,Cotton,Rainfed,Sandy,West,205.2,40,186.36
1.83,Paddy,Rainfed,Sandy,West,80.05,50,96.53
3.48,Cotton,Rainfed,Sandy,West,110.33,40,130.13
0.94,Maize,Borewell,Loam,West,29.05,30,29.69
1.69,Paddy,Rainfed,Clay,South,60.03,50,77.44
4.86,Maize,Borewell,Loam,North,123.6,30,153.65
3.31,Cotton,Rainfed,Loam,South,117.96,40,124.61
1.05,Maize,Borewell,Loam,South,31.74,30,33.23
3.4,Maize,Borewell,Loam,East,98.45,30,92.66
4.86,Paddy,Borewell,Clay,East,267.14,50,232.93
4.91,Maize,Borewell,Clay,South,147.44,30,149.73
3.87,Cotton,Borewell,Loam,South,171.19,40,159.64
1.08,Maize,Rainfed,Clay,South,28.16,30,35.17
1.51,Paddy,Borewell,Sandy,West,66.9,50,74.47
2.48,Paddy,Borewell,Loam,South,124.8,50,134.99
1.58,Cotton,Rainfed,Loam,West,48.08,40,59.38
4.49,Maize,Rainfed,Loam,East,137.79,30,128.93
4.17,Maize,Rainfed,Loam,North,141.45,30,133.77
4.64,Cotton,Rainfed,Loam,South,153.33,40,195.07
2.57,Maize,Rainfed,Loam,North,86.43,30,80.62
3.99,Cotton,Borewell,Sandy,South,164.08,40,149.3
2.95,Paddy,Rainfed,Sandy,West,175.87,50,160.4
0.69,Maize,Borewell,Clay,East,16.2,30,19.18
3.77,Paddy,Rainfed,Sandy,South,209.03,50,177.7
2.78,Maize,Rainfed,Loam,West,93.44,30,87.28
2.94,Cotton,Rainfed,Loam,South,117.03,40,117.8
1.84,Cotton,Rainfed,Clay,South,72.31,40,76.38
4.43,Cotton,Rainfed,Clay,North,180.42,40,186.45
1.22,Cotton,Borewell,Clay,North,45.42,40,44.01
1.61,Paddy,Rainfed,Clay,South,85.59,50,88.42
0.95,Paddy,Borewell,Clay,South,42.79,50,50.35
1.42,Cotton,Rainfed,Loam,North,55.52,40,59.45
3.27,Cotton,Rainfed,Sandy,West,103.86,40,127.02
4.03,Paddy,Borewell,Sandy,West,196.89,50,181.56
3.92,Paddy,Borewell,Sandy,East,140.66,50,205.63
1.41,Cotton,Rainfed,Clay,West,66.5,40,54.91
1.97,Paddy,Borewell,Clay,South,76.28,50,94.67
4.44,Paddy,Borewell,Sandy,East,265.99,50,216.15
2.52,Maize,Rainfed,Loam,North,80.21,30,81.44
3.17,Maize,Rainfed,Loam,South,85.19,30,93.44
3.63,Cotton,Borewell,Loam,North,101.87,40,148.67
2.1,Cotton,Borewell,Clay,West,92.16,40,77.16
3.15,Maize,Rainfed,Sandy,West,88.88,30,97.19
0.79,Paddy,Borewell,Sandy,South,39.1,50,39.99
3.02,Paddy,Rainfed,Loam,East,151.26,50,156.33
4.12,Cotton,Borewell,Sandy,North,137.59,40,175.51
2.74,Paddy,Borewell,Sandy,West,101.18,50,124.9
2.0,Maize,Borewell,Clay,East,65.55,30,62.49
4.05,Cotton,Borewell,Clay,East,155.3,40,160.06
1.16,Paddy,Borewell,Sandy,South,50.12,50,57.23
0.9,Cotton,Rainfed,Clay,East,29.17,40,36.71
3.81,Paddy,Borewell,Sandy,West,228.44,50,207.0
3.39,Cotton,Rainfed,Loam,South,123.48,40,139.29
4.04,Cotton,Borewell,Sandy,East,122.68,40,158.69
4.28,Paddy,Borewell,Loam,South,190.87,50,217.08
3.14,Paddy,Rainfed,Sandy,West,124.38,50,152.67
2.01,Maize,Borewell,Sandy,East,43.0,30,54.56
4.24,Maize,Rainfed,Clay,East,106.41,30,127.66
1.84,Cotton,Rainfed,Loam,South,86.14,40,70.06
2.43,Cotton,Rainfed,Clay,East,110.45,40,103.85
1.34,Paddy,Borewell,Clay,East,73.79,50,66.44
2.67,Paddy,Rainfed,Sandy,South,102.36,50,122.3
3.78,Cotton,Rainfed,Loam,East,143.37,40,149.29
3.78,Paddy,Borewell,Clay,East,204.64,50,176.11
3.25,Maize,Rainfed,Loam,North,74.85,30,102.4
3.46,Paddy,Borewell,Clay,West,203.85,50,158.09
0.76,Maize,Rainfed,Clay,North,19.18,30,21.71
1.61,Paddy,Rainfed,Sandy,North,92.83,50,76.47
1.72,Cotton,Rainfed,Loam,North,74.28,40,68.11
4.0,Maize,Rainfed,Loam,North,87.92,30,119.7
0.65,Cotton,Borewell,Sandy,South,19.01,40,28.11
1.13,Cotton,Rainfed,Clay,South,43.67,40,44.4
2.06,Maize,Rainfed,Loam,West,71.06,30,55.89
3.49,Paddy,Borewell,Clay,West,206.21,50,176.6
4.72,Maize,Rainfed,Loam,West,102.82,30,139.3
1.67,Paddy,Rainfed,Loam,South,88.96,50,91.54
1.65,Cotton,Rainfed,Sandy,South,67.79,40,62.01
3.04,Maize,Borewell,Clay,East,85.0,30,99.81
3.24,Paddy,Rainfed,Loam,West,141.71,50,149.5
1.18,Maize,Rainfed,Loam,West,28.77,30,33.64
4.33,Cotton,Borewell,Loam,East,169.84,40,174.01
1.02,Cotton,Borewell,Loam,East,46.11,40,42.62
0.8,Paddy,Rainfed,Loam,East,42.16,50,40.35
0.87,Cotton,Rainfed,Sandy,South,32.33,40,34.69
1.25,Maize,Rainfed,Loam,West,43.98,30,40.12
3.51,Maize,Borewell,Sandy,South,98.05,30,103.44
3.43,Cotton,Borewell,Sandy,North,133.46,40,125.19
2.81,Cotton,Rainfed,Sandy,South,124.0,40,111.48
0.73,Maize,Rainfed,Sandy,North,23.94,30,20.59
1.66,Maize,Rainfed,Clay,East,38.96,30,48.11
3.91,Paddy,Rainfed,Sandy,South,187.62,50,183.96
4.45,Cotton,Rainfed,Loam,North,202.88,40,191.19
1.57,Maize,Rainfed,Sandy,West,43.6,30,51.67
3.97,Cotton,Rainfed,Sandy,North,113.32,40,144.99
2.59,Maize,Borewell,Clay,South,89.71,30,78.3
2.74,Cotton,Rainfed,Clay,North,82.5,40,113.04
4.2,Cotton,Rainfed,Loam,West,149.56,40,177.26
4.84,Paddy,Borewell,Clay,East,194.06,50,243.13
1.79,Paddy,Borewell,Loam,East,98.13,50,90.89
3.36,Maize,Rainfed,Sandy,South,110.77,30,98.7
4.62,Maize,Borewell,Loam,North,133.96,30,129.12
3.63,Maize,Rainfed,Clay,North,119.42,30,104.91
4.36,Cotton,Borewell,Loam,East,201.1,40,166.62
4.93,Maize,Rainfed,Clay,West,113.94,30,139.09
1.33,Maize,Rainfed,Clay,West,45.77,30,41.13
1.18,Cotton,Rainfed,Loam,North,43.43,40,48.29
0.88,Maize,Borewell,Sandy,North,30.13,30,28.0
2.77,Paddy,Rainfed,Sandy,North,163.92,50,136.22
4.93,Cotton,Borewell,Sandy,South,203.9,40,202.51
1.25,Cotton,Borewell,Sandy,South,57.05,40,49.27
1.23,Maize,Rainfed,Loam,South,26.06,30,37.34
2.87,Maize,Borewell,Clay,West,91.24,30,92.82
0.86,Maize,Borewell,Sandy,South,27.5,30,24.19
4.36,Maize,Rainfed,Loam,North,145.13,30,131.87
3.7,Cotton,Borewell,Clay,East,126.86,40,147.15
4.2,Cotton,Borewell,Sandy,North,156.18,40,163.22
2.72,Cotton,Borewell,Loam,East,121.22,40,105.21
1.28,Paddy,Rainfed,Clay,East,67.58,50,68.17
0.95,Cotton,Rainfed,Sandy,East,31.16,40,35.28
2.07,Cotton,Rainfed,Sandy,West,76.6,40,86.92
3.43,Cotton,Borewell,Loam,East,138.64,40,133.15
4.29,Maize,Borewell,Sandy,East,120.42,30,141.03
3.35,Cotton,Borewell,Sandy,South,102.26,40,138.72
1.96,Maize,Borewell,Clay,East,61.34,30,53.74
1.29,Paddy,Borewell,Loam,South,72.75,50,60.98
4.27,Cotton,Rainfed,Loam,South,143.41,40,175.68
3.62,Cotton,Rainfed,Loam,South,138.48,40,139.16
1.46,Maize,Borewell,Sandy,South,31.39,30,42.08
3.44,Maize,Rainfed,Clay,South,120.66,30,110.86
3.95,Maize,Rainfed,Sandy,North,129.67,30,122.41
1.67,Maize,Borewell,Loam,South,57.8,30,51.81
3.02,Paddy,Rainfed,Sandy,West,114.08,50,149.4
2.57,Maize,Rainfed,Loam,West,87.3,30,77.82
2.21,Maize,Borewell,Clay,North,78.79,30,61.14
2.4,Paddy,Rainfed,Clay,East,86.52,50,125.76
4.63,Paddy,Rainfed,Clay,West,194.46,50,248.09
1.81,Cotton,Rainfed,Sandy,North,83.65,40,76.08
4.12,Cotton,Borewell,Loam,East,116.84,40,180.05
3.77,Cotton,Borewell,Sandy,West,128.54,40,160.73
1.77,Cotton,Borewell,Loam,North,80.46,40,65.31
3.67,Cotton,Borewell,Loam,North,142.45,40,134.95
1.59,Maize,Rainfed,Loam,North,33.69,30,47.4
1.86,Maize,Borewell,Clay,South,55.75,30,53.54
1.85,Cotton,Rainfed,Sandy,West,79.3,40,67.31
4.56,Paddy,Borewell,Clay,South,256.76,50,235.65
3.17,Paddy,Rainfed,Sandy,East,181.66,50,148.52
0.86,Cotton,Borewell,Loam,East,28.2,40,36.43
0.66,Maize,Rainfed,Sandy,North,19.63,30,21.76
4.35,Paddy,Rainfed,Clay,East,208.96,50,198.52
4.24,Cotton,Borewell,Sandy,South,169.51,40,156.54
0.92,Paddy,Borewell,Sandy,East,53.12,50,47.56
4.23,Paddy,Rainfed,Loam,South,241.0,50,214.54
2.83,Cotton,Rainfed,Sandy,West,103.6,40,109.06
2.46,Maize,Rainfed,Clay,North,80.22,30,75.3
4.52,Maize,Rainfed,Sandy,East,124.98,30,138.5
3.34,Maize,Rainfed,Loam,North,99.78,30,104.26
1.57,Cotton,Borewell,Sandy,West,60.05,40,57.83
2.23,Cotton,Rainfed,Clay,West,84.19,40,91.92
4.78,Paddy,Rainfed,Clay,West,239.08,50,250.64
2.78,Maize,Rainfed,Loam,East,84.82,30,76.24
1.64,Cotton,Borewell,Sandy,West,57.79,40,65.24
0.71,Maize,Borewell,Clay,North,16.4,30,20.35
4.87,Cotton,Rainfed,Clay,North,168.63,40,194.1
1.38,Paddy,Rainfed,Loam,North,69.37,50,65.97
1.43,Maize,Borewell,Sandy,South,41.11,30,38.66
0.53,Cotton,Rainfed,Clay,East,17.16,40,19.24
0.99,Paddy,Rainfed,Loam,North,43.04,50,52.5
3.07,Maize,Borewell,Clay,West,88.08,30,88.3
4.69,Cotton,Rainfed,Sandy,South,168.56,40,172.11
3.28,Maize,Borewell,Sandy,North,74.48,30,95.35
2.78,Paddy,Borewell,Loam,North,158.06,50,138.82
3.66,Paddy,Borewell,Sandy,West,218.94,50,169.51
1.74,Paddy,Borewell,Sandy,East,78.06,50,85.64
2.35,Paddy,Rainfed,Sandy,South,135.57,50,122.53
3.24,Maize,Borewell,Clay,West,83.08,30,103.49
4.8,Paddy,Borewell,Clay,East,266.54,50,216.08
3.36,Maize,Rainfed,Clay,West,73.14,30,95.91
0.77,Paddy,Borewell,Clay,North,38.57,50,39.94
1.02,Cotton,Borewell,Loam,East,36.39,40,40.44
2.16,Cotton,Borewell,Sandy,South,65.71,40,85.0
3.88,Maize,Rainfed,Clay,North,85.61,30,106.63
2.1,Paddy,Borewell,Clay,West,122.94,50,108.54
3.55,Maize,Rainfed,Loam,South,93.82,30,108.49
0.55,Paddy,Rainfed,Sandy,North,28.0,50,29.77
3.26,Paddy,Rainfed,Sandy,North,185.31,50,170.3
1.04,Cotton,Rainfed,Clay,South,47.89,40,37.99
2.9,Cotton,Rainfed,Loam,North,89.44,40,104.67
2.4,Paddy,Rainfed,Loam,North,101.7,50,119.66
3.1,Paddy,Rainfed,Sandy,North,111.89,50,143.31
3.01,Cotton,Borewell,Loam,East,104.94,40,125.92
3.44,Paddy,Rainfed,Sandy,West,193.12,50,178.62
2.43,Maize,Borewell,Loam,North,75.56,30,69.63
1.88,Paddy,Borewell,Clay,East,102.88,50,92.99
4.09,Paddy,Borewell,Clay,West,227.24,50,219.12
4.62,Cotton,Rainfed,Sandy,West,169.18,40,178.11
3.12,Maize,Rainfed,Clay,South,82.89,30,95.49
3.68,Maize,Borewell,Loam,North,115.28,30,107.63
1.25,Cotton,Borewell,Clay,East,45.76,40,46.43
4.51,Maize,Borewell,Loam,West,118.11,30,125.95
